Mpha_RNA1086_R9	gene_0
Cbir_RNA25238_R9	gene_4283
Sinv_RNA19129_R6	gene_4283
Cbir_RNA18424_R8	gene_4283
Dqua_RNA23482_R3	gene_4283
Lhum_RNA6507_R3	gene_4284
Dqua_RNA21023_R4	gene_4285
Sinv_RNA22221_R7	gene_4286
Mpha_RNA4610_R0	gene_4287
Aech_RNA4258_R8	gene_4288
Sinv_RNA6464_R6	gene_4289
Mpha_RNA4611_R0	gene_4290
Mpha_RNA4612_R0	gene_4291
Dmel_RNA20522_R0	gene_4291
Mpha_RNA4613_R0	gene_4292
Nvit_RNA14841_R0	gene_4292
Mpha_RNA4616_R0	gene_4293
Dqua_RNA16417_R0	gene_4293
Mpha_RNA4623_R0	gene_4294
Mpha_RNA4626_R0	gene_4295
Sinv_RNA206_R0	gene_4296
Nvit_RNA612_R0	gene_4297
Mpha_RNA4621_R0	gene_4298
Mpha_RNA4619_R0	gene_4298
Mpha_RNA4620_R0	gene_4298
Dmel_RNA8627_R0	gene_4298
Dqua_RNA18320_R0	gene_4298
Mpha_RNA4622_R0	gene_4299
Mpha_RNA4624_R0	gene_4300
Dmel_RNA11147_R0	gene_4300
Sinv_RNA210_R0	gene_4301
Mpha_RNA4627_R0	gene_4302
Mpha_RNA4628_R0	gene_4303
Mpha_RNA4630_R0	gene_4304
Cbir_RNA17833_R0	gene_4304
Mpha_RNA4631_R0	gene_4305
Mpha_RNA4632_R0	gene_4305
Amel_RNA13911_R0	gene_4305
Mpha_RNA4634_R0	gene_4306
Mpha_RNA4635_R0	gene_4307
Sinv_RNA9356_R0	gene_4308
Sinv_RNA16325_R0	gene_4309
Mpha_RNA4639_R0	gene_4310
Dmel_RNA11560_R2	gene_4310
Dmel_RNA9207_R1	gene_4310
Mpha_RNA4641_R0	gene_4311
Amel_RNA449_R0	gene_4311
Dqua_RNA14578_R0	gene_4311
Mpha_RNA4642_R0	gene_4312
Lhum_RNA22639_R0	gene_4313
Mpha_RNA4644_R0	gene_4314
Mpha_RNA4645_R0	gene_4315
Mpha_RNA4648_R0	gene_4316
Sinv_RNA1417_R0	gene_4317
Mpha_RNA4647_R0	gene_4318
Cbir_RNA14418_R0	gene_4318
Mpha_RNA4649_R0	gene_4319
Mpha_RNA4661_R0	gene_4320
Nvit_RNA18468_R0	gene_4320
Lhum_RNA14670_R0	gene_4321
Mpha_RNA4652_R0	gene_4321
Mpha_RNA4656_R0	gene_4321
Lhum_RNA14669_R0	gene_4321
Mpha_RNA4665_R0	gene_4322
Mpha_RNA4664_R0	gene_4323
Mpha_RNA4667_R0	gene_4324
Cbir_RNA17339_R0	gene_4325
Mpha_RNA4669_R0	gene_4326
Dmel_RNA24259_R1	gene_4326
Mpha_RNA4671_R0	gene_4327
Mpha_RNA4672_R0	gene_4328
Mpha_RNA22562_R3	gene_4329
Dqua_RNA23456_R9	gene_4329
Dmel_RNA29071_R2	gene_4330
Sinv_RNA6355_R0	gene_4331
Aech_RNA22011_R1	gene_4332
Mpha_RNA4676_R0	gene_4333
Aech_RNA5199_R6	gene_4334
Mpha_RNA1551_R1	gene_4335
Mpha_RNA4693_R0	gene_4336
Mpha_RNA4694_R0	gene_4337
Sinv_RNA6842_R0	gene_4337
Mpha_RNA4696_R0	gene_4338
Mpha_RNA4706_R0	gene_4339
Aech_RNA5862_R0	gene_4340
Amel_RNA5274_R0	gene_4340
Dmel_RNA29048_R1	gene_4340
Mpha_RNA4688_R0	gene_4341
Sinv_RNA6838_R0	gene_4341
Sinv_RNA6837_R0	gene_4341
Lhum_RNA18054_R0	gene_4341
Lhum_RNA18053_R0	gene_4341
Dqua_RNA13127_R0	gene_4341
Mpha_RNA4695_R0	gene_4342
Aech_RNA5856_R0	gene_4343
Mpha_RNA4699_R0	gene_4343
Mpha_RNA4704_R0	gene_4344
Mpha_RNA4707_R0	gene_4345
Mpha_RNA4709_R0	gene_4346
Dmel_RNA5138_R4	gene_4347
Mpha_RNA4711_R0	gene_4348
Mpha_RNA4712_R0	gene_4349
Cbir_RNA7708_R0	gene_4350
Mpha_RNA1224_R5	gene_4351
Lhum_RNA18234_R1	gene_4352
Mpha_RNA4719_R0	gene_4353
Mpha_RNA4717_R0	gene_4354
Cbir_RNA18903_R5	gene_4355
Mpha_RNA4720_R0	gene_4356
Cbir_RNA8411_R6	gene_4357
Sinv_RNA16441_R0	gene_4358
Mpha_RNA4724_R0	gene_4359
Mpha_RNA4723_R0	gene_4359
Lhum_RNA19184_R0	gene_4359
Dmel_RNA25887_R9	gene_4360
Mpha_RNA4726_R0	gene_4361
Mpha_RNA4728_R0	gene_4362
Sinv_RNA8420_R0	gene_4362
Lhum_RNA22251_R0	gene_4362
Mpha_RNA4727_R0	gene_4363
Nvit_RNA10192_R0	gene_4363
Mpha_RNA4730_R0	gene_4364
Mpha_RNA4737_R0	gene_4365
Mpha_RNA4738_R0	gene_4366
Mpha_RNA4739_R0	gene_4366
Lhum_RNA11564_R0	gene_4366
Mpha_RNA4743_R0	gene_4367
Mpha_RNA4744_R0	gene_4368
Dqua_RNA19427_R0	gene_4369
Mpha_RNA4747_R0	gene_4370
Mpha_RNA4751_R0	gene_4371
Cbir_RNA19518_R5	gene_4372
Mpha_RNA4754_R0	gene_4373
Dmel_RNA20706_R4	gene_4374
Sinv_RNA10578_R0	gene_4375
Nvit_RNA11988_R1	gene_4376
Mpha_RNA4756_R0	gene_4377
Sinv_RNA7925_R0	gene_4378
Mpha_RNA4758_R0	gene_4379
Mpha_RNA4760_R0	gene_4380
Mpha_RNA4761_R0	gene_4381
Dmel_RNA11936_R1	gene_4382
Lhum_RNA23597_R0	gene_4383
Mpha_RNA4764_R0	gene_4384
Amel_RNA28822_R0	gene_4384
Amel_RNA5292_R0	gene_4384
Mpha_RNA4775_R0	gene_4385
Lhum_RNA9002_R0	gene_4385
Mpha_RNA4778_R0	gene_4386
Dmel_RNA23196_R0	gene_4386
Mpha_RNA4776_R0	gene_4387
Aech_RNA6738_R0	gene_4387
Cbir_RNA8913_R0	gene_4387
Cbir_RNA8912_R0	gene_4387
Cbir_RNA8911_R0	gene_4387
Mpha_RNA4777_R0	gene_4388
Mpha_RNA4785_R0	gene_4389
Aech_RNA12120_R0	gene_4390
Mpha_RNA4779_R0	gene_4391
Mpha_RNA4780_R0	gene_4392
Aech_RNA12115_R0	gene_4392
Mpha_RNA4790_R0	gene_4393
Aech_RNA2444_R2	gene_4394
Mpha_RNA4793_R0	gene_4395
Mpha_RNA4794_R0	gene_4396
Mpha_RNA4795_R0	gene_4397
Dmel_RNA27038_R0	gene_4397
Mpha_RNA4805_R0	gene_4398
Mpha_RNA4801_R0	gene_4399
Mpha_RNA4811_R0	gene_4400
Mpha_RNA4812_R0	gene_4401
Mpha_RNA4814_R0	gene_4402
Mpha_RNA4815_R0	gene_4402
Amel_RNA17885_R0	gene_4402
Mpha_RNA4813_R0	gene_4403
Mpha_RNA4816_R0	gene_4404
Cbir_RNA2354_R0	gene_4405
Mpha_RNA4818_R0	gene_4406
Mpha_RNA4817_R0	gene_4407
Mpha_RNA4819_R0	gene_4408
Lhum_RNA18424_R0	gene_4408
Dqua_RNA7809_R0	gene_4408
Mpha_RNA4825_R0	gene_4409
Mpha_RNA4823_R0	gene_4410
Aech_RNA14608_R0	gene_4410
Cbir_RNA13154_R0	gene_4410
Mpha_RNA4826_R0	gene_4411
Mpha_RNA4828_R0	gene_4412
Nvit_RNA15274_R0	gene_4413
Amel_RNA26589_R0	gene_4414
Mpha_RNA4830_R0	gene_4415
Dmel_RNA3536_R0	gene_4415
Mpha_RNA4833_R0	gene_4416
Aech_RNA7078_R0	gene_4416
Mpha_RNA4836_R0	gene_4417
Mpha_RNA4837_R0	gene_4418
Mpha_RNA4839_R0	gene_4419
Mpha_RNA4832_R0	gene_4420
Mpha_RNA4834_R0	gene_4421
Aech_RNA21941_R0	gene_4422
Nvit_RNA23066_R1	gene_4422
Amel_RNA25788_R0	gene_4422
Mpha_RNA4843_R0	gene_4423
Mpha_RNA7655_R3	gene_4424
Mpha_RNA7655_R4	gene_4425
Sinv_RNA3415_R0	gene_4426
Mpha_RNA4845_R0	gene_4427
Nvit_RNA14893_R0	gene_4427
Mpha_RNA4852_R0	gene_4428
Mpha_RNA4853_R0	gene_4428
Mpha_RNA4851_R0	gene_4428
Dqua_RNA17442_R0	gene_4428
Dmel_RNA27321_R0	gene_4428
Dmel_RNA27320_R0	gene_4428
Lhum_RNA6342_R0	gene_4429
Mpha_RNA4855_R0	gene_4430
Mpha_RNA4856_R0	gene_4431
Mpha_RNA4857_R0	gene_4432
Mpha_RNA4858_R0	gene_4433
Mpha_RNA4859_R0	gene_4434
Mpha_RNA4860_R0	gene_4435
Mpha_RNA4861_R0	gene_4436
Mpha_RNA4864_R0	gene_4437
Mpha_RNA4865_R0	gene_4438
Dmel_RNA21217_R0	gene_4438
Mpha_RNA4863_R0	gene_4439
Mpha_RNA4868_R0	gene_4440
Mpha_RNA4867_R0	gene_4441
Amel_RNA8345_R0	gene_4442
Mpha_RNA4872_R0	gene_4443
Mpha_RNA4871_R0	gene_4443
Lhum_RNA11343_R0	gene_4443
Mpha_RNA4873_R0	gene_4444
Aech_RNA650_R2	gene_4445
Mpha_RNA1583_R1	gene_4446
Mpha_RNA4876_R0	gene_4447
Mpha_RNA4877_R0	gene_4448
Sinv_RNA21675_R3	gene_4449
Mpha_RNA4878_R0	gene_4450
Mpha_RNA2599_R2	gene_4451
Lhum_RNA2574_R1	gene_4452
Nvit_RNA17374_R8	gene_4453
Mpha_RNA4887_R0	gene_4454
Mpha_RNA4880_R0	gene_4455
Mpha_RNA4882_R0	gene_4455
Dqua_RNA11027_R0	gene_4455
Mpha_RNA4889_R0	gene_4456
Mpha_RNA4895_R0	gene_4457
Mpha_RNA4892_R0	gene_4458
Mpha_RNA4894_R0	gene_4458
Aech_RNA16355_R0	gene_4459
Dmel_RNA1993_R0	gene_4459
Mpha_RNA4898_R0	gene_4460
Mpha_RNA4899_R0	gene_4460
Sinv_RNA13641_R0	gene_4461
Sinv_RNA19736_R0	gene_4462
Mpha_RNA4910_R0	gene_4463
Dmel_RNA19840_R0	gene_4463
Mpha_RNA4912_R0	gene_4464
Mpha_RNA4915_R0	gene_4465
Sinv_RNA1881_R0	gene_4465
Lhum_RNA15478_R0	gene_4465
Mpha_RNA4916_R0	gene_4466
Nvit_RNA26381_R0	gene_4466
Mpha_RNA4903_R0	gene_4467
Mpha_RNA4909_R0	gene_4468
Mpha_RNA4907_R0	gene_4468
Mpha_RNA4911_R0	gene_4469
Mpha_RNA4914_R0	gene_4470
Amel_RNA9809_R0	gene_4470
Lhum_RNA17305_R0	gene_4471
Mpha_RNA4920_R0	gene_4472
Mpha_RNA4921_R0	gene_4473
Mpha_RNA4922_R0	gene_4474
Mpha_RNA4923_R0	gene_4475
Mpha_RNA4924_R0	gene_4476
Mpha_RNA4925_R0	gene_4477
Cbir_RNA11530_R0	gene_4478
Mpha_RNA4919_R0	gene_4479
Mpha_RNA4927_R0	gene_4480
Mpha_RNA4931_R0	gene_4481
Mpha_RNA4943_R0	gene_4482
Dqua_RNA21060_R0	gene_4482
Dqua_RNA21059_R0	gene_4482
Mpha_RNA4944_R0	gene_4483
Mpha_RNA4950_R0	gene_4484
Mpha_RNA4949_R0	gene_4484
Amel_RNA25416_R0	gene_4484
Nvit_RNA9273_R0	gene_4485
Sinv_RNA20261_R1	gene_4485
Lhum_RNA4068_R3	gene_4485
Mpha_RNA4929_R0	gene_4486
Mpha_RNA4937_R0	gene_4487
Amel_RNA12113_R0	gene_4487
Mpha_RNA4938_R0	gene_4488
Cbir_RNA24411_R0	gene_4488
Sinv_RNA77_R0	gene_4488
Cbir_RNA24416_R0	gene_4488
Mpha_RNA4942_R0	gene_4489
Dqua_RNA21512_R0	gene_4489
Mpha_RNA4948_R0	gene_4490
Cbir_RNA4374_R0	gene_4490
Cbir_RNA4373_R0	gene_4490
Lhum_RNA738_R0	gene_4491
Mpha_RNA4953_R0	gene_4492
Dmel_RNA26540_R0	gene_4492
Mpha_RNA17746_R1	gene_4493
Cbir_RNA22144_R0	gene_4494
Lhum_RNA20267_R0	gene_4495
Mpha_RNA4954_R0	gene_4496
Cbir_RNA22137_R0	gene_4496
Cbir_RNA22140_R0	gene_4496
Mpha_RNA4955_R0	gene_4497
Mpha_RNA4961_R0	gene_4498
Mpha_RNA17323_R1	gene_4499
Mpha_RNA4960_R0	gene_4500
Aech_RNA5294_R0	gene_4500
Sinv_RNA17227_R0	gene_4500
Mpha_RNA4965_R0	gene_4501
Lhum_RNA11629_R7	gene_4502
Mpha_RNA4967_R0	gene_4503
Aech_RNA4031_R7	gene_4504
Sinv_RNA18072_R7	gene_4505
Aech_RNA9250_R0	gene_4506
Mpha_RNA4970_R0	gene_4507
Nvit_RNA25857_R0	gene_4508
Mpha_RNA4973_R0	gene_4509
Mpha_RNA4974_R0	gene_4510
Sinv_RNA17662_R0	gene_4511
Mpha_RNA4976_R0	gene_4512
Nvit_RNA25593_R5	gene_4513
Mpha_RNA1205_R6	gene_4514
Mpha_RNA1551_R3	gene_4515
Mpha_RNA2152_R5	gene_4516
Lhum_RNA18706_R3	gene_4517
Mpha_RNA2127_R5	gene_4518
Sinv_RNA11776_R4	gene_4519
Sinv_RNA11731_R0	gene_4520
Mpha_RNA4980_R0	gene_4521
Mpha_RNA4981_R0	gene_4522
Mpha_RNA4982_R0	gene_4523
Mpha_RNA4983_R0	gene_4524
Nvit_RNA6837_R0	gene_4524
Mpha_RNA4984_R0	gene_4525
Mpha_RNA4985_R0	gene_4525
Sinv_RNA5772_R0	gene_4526
Lhum_RNA5728_R1	gene_4527
Aech_RNA9145_R0	gene_4528
Sinv_RNA10048_R0	gene_4529
Amel_RNA21896_R0	gene_4529
Lhum_RNA18706_R0	gene_4530
Lhum_RNA18706_R1	gene_4531
Mpha_RNA4533_R1	gene_4531
Sinv_RNA11361_R3	gene_4531
Mpha_RNA4989_R0	gene_4532
Sinv_RNA11357_R3	gene_4533
Cbir_RNA6452_R4	gene_4534
Mpha_RNA4991_R0	gene_4535
Dmel_RNA20120_R2	gene_4535
Mpha_RNA4992_R0	gene_4536
Mpha_RNA4993_R0	gene_4537
Mpha_RNA8523_R2	gene_4538
Mpha_RNA8521_R1	gene_4539
Mpha_RNA4996_R0	gene_4540
Mpha_RNA4999_R0	gene_4541
Sinv_RNA6509_R0	gene_4541
Dmel_RNA11575_R2	gene_4542
Mpha_RNA5005_R0	gene_4543
Mpha_RNA4997_R0	gene_4544
Mpha_RNA4998_R0	gene_4544
Mpha_RNA5002_R0	gene_4545
Lhum_RNA3025_R0	gene_4545
Mpha_RNA5004_R0	gene_4546
Sinv_RNA8306_R0	gene_4547
Mpha_RNA5007_R0	gene_4547
Lhum_RNA1584_R0	gene_4547
Mpha_RNA8047_R1	gene_4547
Mpha_RNA8047_R2	gene_4547
Aech_RNA10945_R1	gene_4547
Mpha_RNA4328_R8	gene_4547
Nvit_RNA13704_R1	gene_4547
Mpha_RNA5011_R0	gene_4548
Mpha_RNA5012_R0	gene_4549
Mpha_RNA5013_R0	gene_4550
Mpha_RNA5014_R0	gene_4551
Aech_RNA8519_R0	gene_4551
Mpha_RNA5015_R0	gene_4552
Mpha_RNA5020_R0	gene_4553
Mpha_RNA5017_R0	gene_4554
Amel_RNA13621_R0	gene_4555
Sinv_RNA20510_R1	gene_4555
Mpha_RNA5024_R0	gene_4556
Lhum_RNA15134_R3	gene_4557
Mpha_RNA5030_R0	gene_4558
Mpha_RNA5031_R0	gene_4558
Mpha_RNA5034_R0	gene_4558
Mpha_RNA5036_R0	gene_4559
Mpha_RNA5037_R0	gene_4560
Mpha_RNA5026_R0	gene_4561
Mpha_RNA5027_R0	gene_4561
Mpha_RNA5028_R0	gene_4562
Mpha_RNA5035_R0	gene_4563
Aech_RNA20835_R8	gene_4564
Sinv_RNA1830_R0	gene_4565
Mpha_RNA5043_R0	gene_4566
Mpha_RNA5045_R0	gene_4567
Mpha_RNA5049_R0	gene_4568
Mpha_RNA5051_R0	gene_4569
Mpha_RNA5057_R0	gene_4570
Mpha_RNA5055_R0	gene_4571
Mpha_RNA5047_R0	gene_4572
Mpha_RNA5050_R0	gene_4573
Mpha_RNA5052_R0	gene_4574
Sinv_RNA9850_R0	gene_4574
Aech_RNA2122_R0	gene_4575
Sinv_RNA14679_R1	gene_4575
Cbir_RNA6100_R0	gene_4576
Mpha_RNA5060_R0	gene_4577
Mpha_RNA5061_R0	gene_4577
Dmel_RNA21508_R0	gene_4577
Mpha_RNA5062_R0	gene_4578
Sinv_RNA1771_R0	gene_4579
Mpha_RNA5067_R0	gene_4580
Sinv_RNA12072_R0	gene_4580
Dmel_RNA5265_R0	gene_4580
Mpha_RNA5080_R0	gene_4581
Mpha_RNA5076_R0	gene_4581
Mpha_RNA5082_R0	gene_4582
Nvit_RNA9519_R0	gene_4582
Mpha_RNA5084_R0	gene_4583
Dqua_RNA20155_R1	gene_4584
Mpha_RNA5074_R0	gene_4585
Sinv_RNA12081_R0	gene_4586
Mpha_RNA5083_R0	gene_4587
Sinv_RNA12082_R0	gene_4587
Lhum_RNA23883_R0	gene_4587
Aech_RNA11884_R0	gene_4587
Lhum_RNA23890_R0	gene_4587
Dmel_RNA15390_R0	gene_4587
Amel_RNA27720_R0	gene_4588
Mpha_RNA5090_R0	gene_4589
Mpha_RNA5092_R0	gene_4590
Mpha_RNA5093_R0	gene_4591
Dqua_RNA6256_R1	gene_4592
Mpha_RNA5096_R0	gene_4593
Mpha_RNA5097_R0	gene_4594
Mpha_RNA5095_R0	gene_4595
Mpha_RNA5099_R0	gene_4596
Mpha_RNA5100_R0	gene_4597
Mpha_RNA5101_R0	gene_4598
Mpha_RNA5102_R0	gene_4599
Mpha_RNA5103_R0	gene_4600
Cbir_RNA2091_R0	gene_4601
Mpha_RNA5106_R0	gene_4602
Mpha_RNA5108_R0	gene_4603
Aech_RNA13403_R0	gene_4603
Cbir_RNA1092_R1	gene_4603
Dmel_RNA31008_R0	gene_4603
Mpha_RNA5109_R0	gene_4604
Cbir_RNA22985_R0	gene_4605
Mpha_RNA5111_R0	gene_4606
Dmel_RNA29998_R5	gene_4607
Aech_RNA13531_R0	gene_4608
Nvit_RNA5913_R7	gene_4609
Mpha_RNA5115_R0	gene_4610
Sinv_RNA6333_R0	gene_4610
Mpha_RNA5116_R0	gene_4611
Sinv_RNA956_R0	gene_4612
Sinv_RNA2270_R1	gene_4613
Lhum_RNA11906_R0	gene_4614
Sinv_RNA21937_R5	gene_4615
Sinv_RNA11141_R1	gene_4616
Mpha_RNA5124_R0	gene_4617
Amel_RNA20428_R0	gene_4617
Mpha_RNA5126_R0	gene_4618
Mpha_RNA5128_R0	gene_4619
Mpha_RNA5129_R0	gene_4620
Mpha_RNA5127_R0	gene_4621
Mpha_RNA5131_R0	gene_4622
Amel_RNA28217_R0	gene_4622
Aech_RNA9084_R0	gene_4623
Nvit_RNA1782_R8	gene_4623
Cbir_RNA8900_R3	gene_4623
Lhum_RNA9976_R2	gene_4623
Mpha_RNA5132_R0	gene_4624
Mpha_RNA5135_R0	gene_4625
Sinv_RNA357_R0	gene_4626
Mpha_RNA5136_R0	gene_4627
Sinv_RNA12017_R0	gene_4627
Mpha_RNA5137_R0	gene_4628
Mpha_RNA5138_R0	gene_4628
Mpha_RNA5140_R0	gene_4629
Cbir_RNA20819_R0	gene_4630
Mpha_RNA5144_R0	gene_4631
Mpha_RNA5149_R0	gene_4632
Mpha_RNA5152_R0	gene_4633
Aech_RNA16125_R0	gene_4633
Dqua_RNA12249_R0	gene_4633
Mpha_RNA5154_R0	gene_4634
Sinv_RNA2815_R0	gene_4634
Mpha_RNA5156_R0	gene_4635
Nvit_RNA25785_R0	gene_4635
Mpha_RNA5159_R0	gene_4636
Mpha_RNA5147_R0	gene_4637
Mpha_RNA5145_R0	gene_4638
Mpha_RNA5146_R0	gene_4638
Mpha_RNA5148_R0	gene_4639
Mpha_RNA5151_R0	gene_4640
Mpha_RNA5150_R0	gene_4640
Mpha_RNA5153_R0	gene_4641
Mpha_RNA5155_R0	gene_4642
Mpha_RNA5158_R0	gene_4643
Mpha_RNA5160_R0	gene_4644
Mpha_RNA5169_R0	gene_4645
Mpha_RNA5171_R0	gene_4646
Mpha_RNA5161_R0	gene_4647
Mpha_RNA5162_R0	gene_4647
Amel_RNA15715_R0	gene_4647
Amel_RNA27881_R8	gene_4647
Mpha_RNA5163_R0	gene_4648
Mpha_RNA5165_R0	gene_4648
Nvit_RNA11922_R0	gene_4648
Dmel_RNA1231_R4	gene_4648
Mpha_RNA5167_R0	gene_4649
Dqua_RNA21276_R0	gene_4649
Mpha_RNA5170_R0	gene_4650
Aech_RNA13342_R0	gene_4651
Dqua_RNA16328_R0	gene_4652
Mpha_RNA5178_R0	gene_4653
Mpha_RNA5179_R0	gene_4654
Cbir_RNA21944_R0	gene_4654
Lhum_RNA43_R1	gene_4654
Lhum_RNA19906_R0	gene_4654
Sinv_RNA22101_R0	gene_4655
Mpha_RNA5180_R0	gene_4656
Mpha_RNA5186_R0	gene_4657
Mpha_RNA5188_R0	gene_4658
Dmel_RNA4295_R0	gene_4658
Mpha_RNA5193_R0	gene_4659
Mpha_RNA5191_R0	gene_4660
Dqua_RNA11890_R1	gene_4660
Amel_RNA28406_R0	gene_4660
Sinv_RNA3536_R0	gene_4661
Mpha_RNA5194_R0	gene_4662
Aech_RNA12123_R0	gene_4663
Mpha_RNA5198_R0	gene_4664
Mpha_RNA5197_R0	gene_4665
Mpha_RNA5202_R0	gene_4666
Dqua_RNA20164_R0	gene_4666
Amel_RNA21866_R0	gene_4666
Mpha_RNA5201_R0	gene_4667
Mpha_RNA5200_R0	gene_4667
Lhum_RNA8216_R1	gene_4668
Amel_RNA19913_R4	gene_4669
Mpha_RNA5207_R0	gene_4670
Amel_RNA1366_R0	gene_4670
Nvit_RNA5530_R0	gene_4670
Mpha_RNA5204_R0	gene_4671
Mpha_RNA5208_R0	gene_4672
Dqua_RNA8736_R3	gene_4673
Mpha_RNA5217_R0	gene_4674
Mpha_RNA5216_R0	gene_4675
Nvit_RNA5913_R5	gene_4676
Mpha_RNA5218_R0	gene_4677
Dmel_RNA27862_R0	gene_4677
Mpha_RNA2417_R2	gene_4678
Mpha_RNA5220_R0	gene_4679
Nvit_RNA13625_R0	gene_4680
Mpha_RNA5222_R0	gene_4681
Mpha_RNA5223_R0	gene_4682
Sinv_RNA19032_R0	gene_4682
Mpha_RNA5225_R0	gene_4683
Aech_RNA13808_R0	gene_4684
Lhum_RNA12999_R0	gene_4684
Nvit_RNA18000_R2	gene_4685
Dmel_RNA31264_R1	gene_4686
Mpha_RNA5230_R0	gene_4687
Mpha_RNA5232_R0	gene_4688
Mpha_RNA5233_R0	gene_4689
Cbir_RNA24644_R2	gene_4690
Mpha_RNA5234_R0	gene_4691
Mpha_RNA5236_R0	gene_4692
Mpha_RNA2270_R1	gene_4692
Mpha_RNA5237_R0	gene_4693
Mpha_RNA5238_R0	gene_4694
Aech_RNA18424_R0	gene_4695
Sinv_RNA808_R0	gene_4696
Mpha_RNA5241_R0	gene_4697
Aech_RNA4524_R0	gene_4698
Mpha_RNA5244_R0	gene_4699
Mpha_RNA5242_R0	gene_4700
Sinv_RNA5919_R0	gene_4701
Mpha_RNA5245_R0	gene_4702
Nvit_RNA5913_R9	gene_4703
Lhum_RNA17723_R0	gene_4704
Aech_RNA14958_R0	gene_4704
Cbir_RNA18165_R0	gene_4705
Mpha_RNA5249_R0	gene_4706
Amel_RNA19732_R0	gene_4706
Mpha_RNA5251_R0	gene_4707
Mpha_RNA5257_R0	gene_4707
Aech_RNA20013_R0	gene_4707
Lhum_RNA3833_R0	gene_4707
Mpha_RNA5259_R0	gene_4708
Mpha_RNA5261_R0	gene_4709
Mpha_RNA5263_R0	gene_4710
Nvit_RNA2230_R0	gene_4710
Mpha_RNA5266_R0	gene_4711
Mpha_RNA5264_R0	gene_4712
Sinv_RNA6648_R0	gene_4712
Lhum_RNA7633_R0	gene_4712
Lhum_RNA7632_R0	gene_4712
Mpha_RNA5270_R0	gene_4713
Mpha_RNA5271_R0	gene_4714
Aech_RNA14371_R0	gene_4715
Amel_RNA24384_R0	gene_4715
Mpha_RNA5273_R0	gene_4716
Mpha_RNA5274_R0	gene_4717
Mpha_RNA5276_R0	gene_4718
Mpha_RNA5279_R0	gene_4719
Mpha_RNA5278_R0	gene_4720
Dmel_RNA16642_R1	gene_4720
Nvit_RNA15521_R6	gene_4721
Mpha_RNA5280_R0	gene_4722
Amel_RNA22746_R0	gene_4722
Dmel_RNA9715_R0	gene_4723
Cbir_RNA12201_R0	gene_4724
Mpha_RNA5285_R0	gene_4725
Mpha_RNA5286_R0	gene_4726
Mpha_RNA5287_R0	gene_4727
Mpha_RNA5284_R0	gene_4728
Sinv_RNA13881_R0	gene_4728
Lhum_RNA17059_R0	gene_4729
Mpha_RNA5289_R0	gene_4730
Mpha_RNA5291_R0	gene_4731
Mpha_RNA5290_R0	gene_4732
Mpha_RNA5298_R0	gene_4733
Mpha_RNA5293_R0	gene_4733
Sinv_RNA1478_R0	gene_4733
Dqua_RNA9015_R0	gene_4733
Nvit_RNA11963_R0	gene_4733
Dmel_RNA11676_R0	gene_4733
Mpha_RNA5299_R0	gene_4734
Mpha_RNA5302_R0	gene_4735
Dmel_RNA23245_R0	gene_4735
Mpha_RNA5305_R0	gene_4736
Lhum_RNA20867_R0	gene_4736
Dqua_RNA16209_R0	gene_4736
Mpha_RNA5306_R0	gene_4737
Dqua_RNA16211_R0	gene_4737
Nvit_RNA19789_R0	gene_4737
Mpha_RNA5311_R0	gene_4738
Mpha_RNA5307_R0	gene_4739
Mpha_RNA5310_R0	gene_4740
Lhum_RNA19250_R0	gene_4741
Mpha_RNA5313_R0	gene_4741
Mpha_RNA5312_R0	gene_4741
Mpha_RNA5314_R0	gene_4742
Mpha_RNA5315_R0	gene_4743
Mpha_RNA5316_R0	gene_4743
Mpha_RNA5317_R0	gene_4743
Mpha_RNA5318_R0	gene_4743
Dmel_RNA23985_R8	gene_4744
Mpha_RNA5319_R0	gene_4745
Cbir_RNA11812_R0	gene_4746
Mpha_RNA5321_R0	gene_4747
Mpha_RNA5325_R0	gene_4748
Mpha_RNA5322_R0	gene_4749
Aech_RNA16637_R0	gene_4750
Lhum_RNA5850_R0	gene_4751
Mpha_RNA5332_R0	gene_4752
Aech_RNA16639_R0	gene_4752
Sinv_RNA446_R0	gene_4752
Amel_RNA9188_R4	gene_4752
Mpha_RNA5336_R0	gene_4753
Cbir_RNA15401_R0	gene_4753
Mpha_RNA5341_R0	gene_4754
Mpha_RNA5338_R0	gene_4755
Aech_RNA16645_R0	gene_4755
Mpha_RNA5339_R0	gene_4755
Mpha_RNA5345_R0	gene_4756
Cbir_RNA1024_R0	gene_4756
Dmel_RNA1989_R1	gene_4756
Dmel_RNA21471_R1	gene_4757
Mpha_RNA5350_R0	gene_4758
Mpha_RNA5347_R0	gene_4758
Aech_RNA16657_R0	gene_4758
Mpha_RNA5337_R0	gene_4759
Sinv_RNA6080_R0	gene_4760
Amel_RNA28956_R0	gene_4760
Mpha_RNA5351_R0	gene_4761
Mpha_RNA5352_R0	gene_4762
Cbir_RNA1094_R3	gene_4763
Dmel_RNA20710_R3	gene_4764
Mpha_RNA5357_R0	gene_4765
Cbir_RNA6921_R7	gene_4766
Mpha_RNA5358_R0	gene_4767
Amel_RNA11791_R0	gene_4768
Sinv_RNA14403_R0	gene_4769
Dqua_RNA15031_R0	gene_4769
Dmel_RNA7642_R0	gene_4769
Aech_RNA9174_R0	gene_4770
Mpha_RNA5363_R0	gene_4771
Mpha_RNA5366_R0	gene_4772
