Dqua_RNA0_R0	gene_0
Dmel_RNA28230_R0	gene_3163
Dqua_RNA5505_R0	gene_3164
Dqua_RNA5510_R0	gene_3165
Cbir_RNA11018_R0	gene_3166
Dqua_RNA5515_R0	gene_3167
Dqua_RNA5517_R0	gene_3168
Dqua_RNA5521_R0	gene_3169
Dqua_RNA5520_R0	gene_3169
Dmel_RNA13790_R0	gene_3170
Dqua_RNA5525_R0	gene_3171
Dqua_RNA5527_R0	gene_3172
Dqua_RNA5528_R0	gene_3173
Dqua_RNA5529_R0	gene_3174
Dqua_RNA5530_R0	gene_3175
Sinv_RNA1957_R4	gene_3175
Dqua_RNA5537_R0	gene_3176
Dqua_RNA5540_R0	gene_3177
Sinv_RNA2659_R0	gene_3177
Lhum_RNA3278_R0	gene_3178
Aech_RNA2018_R0	gene_3179
Dqua_RNA5571_R0	gene_3180
Dqua_RNA5581_R0	gene_3181
Amel_RNA9535_R0	gene_3182
Dqua_RNA5591_R0	gene_3183
Dqua_RNA5592_R0	gene_3183
Dqua_RNA5594_R0	gene_3184
Sinv_RNA18915_R0	gene_3184
Dqua_RNA5598_R0	gene_3185
Dqua_RNA5604_R0	gene_3186
Lhum_RNA20718_R0	gene_3186
Dqua_RNA5602_R0	gene_3187
Dqua_RNA5603_R0	gene_3187
Lhum_RNA20713_R0	gene_3187
Lhum_RNA20714_R0	gene_3187
Mpha_RNA22617_R0	gene_3187
Dqua_RNA5611_R0	gene_3188
Dqua_RNA5616_R0	gene_3189
Dqua_RNA5622_R0	gene_3190
Dqua_RNA5623_R0	gene_3190
Dqua_RNA5625_R0	gene_3191
Dqua_RNA5638_R0	gene_3192
Dqua_RNA5641_R0	gene_3193
Dqua_RNA5643_R0	gene_3194
Dqua_RNA5656_R0	gene_3195
Dqua_RNA5647_R0	gene_3196
Lhum_RNA5623_R8	gene_3196
Dqua_RNA5659_R0	gene_3197
Dqua_RNA5661_R0	gene_3198
Dqua_RNA5667_R0	gene_3199
Dqua_RNA5674_R0	gene_3200
Dqua_RNA5683_R0	gene_3201
Dqua_RNA5684_R0	gene_3201
Dqua_RNA5687_R0	gene_3202
Aech_RNA10830_R0	gene_3202
Dqua_RNA5691_R0	gene_3203
Amel_RNA17567_R0	gene_3203
Mpha_RNA19215_R0	gene_3203
Dqua_RNA5700_R0	gene_3204
Dqua_RNA5703_R0	gene_3205
Aech_RNA18060_R0	gene_3206
Amel_RNA28335_R1	gene_3206
Dqua_RNA5714_R0	gene_3207
Cbir_RNA7414_R0	gene_3207
Dqua_RNA5716_R0	gene_3208
Dqua_RNA5718_R0	gene_3209
Aech_RNA18078_R0	gene_3209
Dqua_RNA5723_R0	gene_3210
Aech_RNA19995_R0	gene_3211
Dmel_RNA15999_R2	gene_3211
Dqua_RNA13409_R2	gene_3211
Dmel_RNA27429_R3	gene_3211
Mpha_RNA21725_R2	gene_3211
Dqua_RNA5731_R0	gene_3212
Dmel_RNA3298_R0	gene_3212
Dqua_RNA5734_R0	gene_3213
Dqua_RNA5735_R0	gene_3214
Mpha_RNA22346_R0	gene_3214
Lhum_RNA16541_R1	gene_3214
Dqua_RNA5736_R0	gene_3215
Dqua_RNA5741_R0	gene_3216
Dqua_RNA5752_R0	gene_3217
Dqua_RNA5763_R0	gene_3218
Dqua_RNA5764_R0	gene_3219
Dqua_RNA5767_R0	gene_3220
Sinv_RNA17803_R0	gene_3220
Dqua_RNA5769_R0	gene_3220
Dqua_RNA5773_R0	gene_3221
Dqua_RNA5781_R0	gene_3222
Aech_RNA2307_R0	gene_3223
Dqua_RNA5795_R0	gene_3224
Dqua_RNA5790_R0	gene_3225
Dmel_RNA32309_R0	gene_3225
Dqua_RNA5802_R0	gene_3226
Mpha_RNA11424_R0	gene_3226
Dmel_RNA29397_R0	gene_3226
Dqua_RNA5803_R0	gene_3227
Dqua_RNA5804_R0	gene_3228
Mpha_RNA11420_R0	gene_3228
Dqua_RNA5809_R0	gene_3229
Cbir_RNA20430_R3	gene_3230
Dqua_RNA5812_R0	gene_3231
Dqua_RNA5814_R0	gene_3232
Dqua_RNA5815_R0	gene_3233
Dqua_RNA5818_R0	gene_3234
Cbir_RNA22112_R1	gene_3234
Aech_RNA5815_R0	gene_3235
Dqua_RNA5822_R0	gene_3236
Dqua_RNA5824_R0	gene_3237
Cbir_RNA20293_R6	gene_3238
Dqua_RNA5278_R0	gene_3239
Dqua_RNA5279_R0	gene_3239
Dqua_RNA5281_R0	gene_3240
Nvit_RNA16946_R0	gene_3240
Dqua_RNA5302_R0	gene_3241
Dqua_RNA5300_R0	gene_3241
Dqua_RNA5299_R0	gene_3241
Sinv_RNA16342_R0	gene_3241
Cbir_RNA13739_R0	gene_3241
Dqua_RNA5306_R0	gene_3242
Cbir_RNA11150_R1	gene_3242
Sinv_RNA21297_R4	gene_3242
Sinv_RNA19669_R6	gene_3242
Dqua_RNA5314_R0	gene_3243
Dqua_RNA5320_R0	gene_3244
Dqua_RNA5321_R0	gene_3245
Dqua_RNA5326_R0	gene_3246
Dqua_RNA5330_R0	gene_3247
Cbir_RNA14200_R0	gene_3247
Dmel_RNA7140_R1	gene_3247
Dqua_RNA5331_R0	gene_3248
Dqua_RNA5336_R0	gene_3249
Dqua_RNA5338_R0	gene_3250
Dqua_RNA5337_R0	gene_3250
Nvit_RNA23742_R0	gene_3250
Mpha_RNA3536_R3	gene_3250
Dqua_RNA5339_R0	gene_3251
Dmel_RNA7077_R0	gene_3251
Nvit_RNA12227_R5	gene_3251
Aech_RNA1346_R0	gene_3252
Lhum_RNA12114_R0	gene_3253
Dqua_RNA5342_R0	gene_3254
Cbir_RNA14190_R0	gene_3254
Nvit_RNA5542_R0	gene_3254
Dmel_RNA30252_R0	gene_3254
Dqua_RNA5346_R0	gene_3255
Dqua_RNA5353_R0	gene_3256
Dqua_RNA5356_R0	gene_3257
Dqua_RNA5358_R0	gene_3258
Dqua_RNA1568_R5	gene_3259
Dqua_RNA5361_R0	gene_3260
Dqua_RNA5365_R0	gene_3260
Dqua_RNA5372_R0	gene_3260
Dqua_RNA5360_R0	gene_3260
Dqua_RNA5359_R0	gene_3260
Dqua_RNA5375_R0	gene_3260
Amel_RNA28783_R0	gene_3260
Dqua_RNA5382_R0	gene_3261
Amel_RNA29032_R0	gene_3261
Dqua_RNA5387_R0	gene_3262
Dqua_RNA5388_R0	gene_3262
Mpha_RNA7813_R0	gene_3262
Dmel_RNA15515_R0	gene_3262
Dmel_RNA17011_R0	gene_3263
Dqua_RNA5393_R0	gene_3264
Mpha_RNA21572_R0	gene_3264
Dqua_RNA5396_R0	gene_3265
Dqua_RNA5398_R0	gene_3266
Dqua_RNA5399_R0	gene_3267
Dqua_RNA5407_R0	gene_3268
Sinv_RNA12558_R0	gene_3268
Dqua_RNA5412_R0	gene_3269
Dqua_RNA5414_R0	gene_3270
Dmel_RNA6550_R0	gene_3270
Mpha_RNA12228_R0	gene_3270
Dqua_RNA5429_R0	gene_3271
Mpha_RNA14450_R0	gene_3271
Dmel_RNA10622_R0	gene_3271
Dqua_RNA5430_R0	gene_3272
Nvit_RNA16275_R0	gene_3272
Dqua_RNA5431_R0	gene_3273
Dmel_RNA8120_R0	gene_3274
Dqua_RNA5437_R0	gene_3275
Dqua_RNA5435_R0	gene_3276
Mpha_RNA1521_R0	gene_3276
Dqua_RNA5439_R0	gene_3277
Dqua_RNA5444_R0	gene_3278
Dqua_RNA5443_R0	gene_3278
Dqua_RNA5446_R0	gene_3279
Dqua_RNA5453_R0	gene_3280
Dqua_RNA5452_R0	gene_3280
Dqua_RNA5450_R0	gene_3280
Lhum_RNA23167_R0	gene_3280
Nvit_RNA17905_R0	gene_3280
Dqua_RNA5459_R0	gene_3281
Dmel_RNA32354_R0	gene_3281
Dqua_RNA5461_R0	gene_3282
Dqua_RNA5467_R0	gene_3283
Amel_RNA8007_R0	gene_3283
Dqua_RNA5468_R0	gene_3284
Dqua_RNA5472_R0	gene_3285
Dqua_RNA5473_R0	gene_3286
Dqua_RNA5493_R0	gene_3287
Dqua_RNA5494_R0	gene_3287
Dqua_RNA5495_R0	gene_3287
Amel_RNA8231_R0	gene_3287
Dmel_RNA24975_R0	gene_3287
Dqua_RNA5498_R0	gene_3288
Dqua_RNA5502_R0	gene_3289
Dqua_RNA5504_R0	gene_3289
Dqua_RNA5503_R0	gene_3289
Dqua_RNA5511_R0	gene_3290
Dmel_RNA28858_R0	gene_3290
Sinv_RNA21232_R0	gene_3290
Dqua_RNA5512_R0	gene_3291
Cbir_RNA15045_R0	gene_3291
Dqua_RNA5516_R0	gene_3292
Nvit_RNA7798_R0	gene_3292
Aech_RNA11835_R0	gene_3293
Dqua_RNA5526_R0	gene_3294
Dqua_RNA5535_R0	gene_3295
Dqua_RNA5534_R0	gene_3295
Dqua_RNA5538_R0	gene_3296
Dqua_RNA23257_R1	gene_3297
Cbir_RNA23168_R0	gene_3298
Dqua_RNA5549_R0	gene_3299
Amel_RNA8660_R2	gene_3299
Dqua_RNA5563_R0	gene_3300
Dqua_RNA5564_R0	gene_3300
Mpha_RNA21600_R0	gene_3300
Dqua_RNA5569_R0	gene_3301
Dqua_RNA5570_R0	gene_3302
Dqua_RNA5573_R0	gene_3303
Dqua_RNA5575_R0	gene_3304
Lhum_RNA3290_R0	gene_3304
Aech_RNA2026_R0	gene_3304
Sinv_RNA15109_R0	gene_3304
Dqua_RNA5578_R0	gene_3305
Dqua_RNA5579_R0	gene_3306
Lhum_RNA3298_R0	gene_3307
Dqua_RNA5595_R0	gene_3308
Dqua_RNA5601_R0	gene_3309
Dqua_RNA5600_R0	gene_3309
Dqua_RNA5605_R0	gene_3310
Dqua_RNA5606_R0	gene_3311
Dqua_RNA5614_R0	gene_3312
Dqua_RNA5615_R0	gene_3312
Dmel_RNA271_R0	gene_3312
Dqua_RNA5617_R0	gene_3313
Mpha_RNA9457_R0	gene_3314
Aech_RNA9520_R0	gene_3315
Dqua_RNA5635_R0	gene_3316
Cbir_RNA23899_R0	gene_3316
Dmel_RNA25128_R0	gene_3316
Dqua_RNA5637_R0	gene_3317
Sinv_RNA15001_R0	gene_3317
Dqua_RNA5640_R0	gene_3318
Dqua_RNA5639_R0	gene_3318
Mpha_RNA10532_R0	gene_3318
Dqua_RNA5642_R0	gene_3319
Dqua_RNA5658_R0	gene_3320
Dqua_RNA5660_R0	gene_3321
Dqua_RNA5663_R0	gene_3322
Cbir_RNA21856_R0	gene_3322
Sinv_RNA1611_R0	gene_3322
Aech_RNA9490_R0	gene_3323
Dqua_RNA5675_R0	gene_3324
Dqua_RNA5678_R0	gene_3324
Dqua_RNA5682_R0	gene_3324
Dmel_RNA10260_R0	gene_3324
Dqua_RNA5685_R0	gene_3325
Aech_RNA10831_R0	gene_3325
Dqua_RNA5688_R0	gene_3326
Dqua_RNA5689_R0	gene_3327
Dqua_RNA5690_R0	gene_3328
Dqua_RNA5695_R0	gene_3329
Dqua_RNA5694_R0	gene_3329
Nvit_RNA7939_R0	gene_3329
Aech_RNA21276_R0	gene_3330
Dqua_RNA5696_R0	gene_3331
Dqua_RNA5698_R0	gene_3332
Dqua_RNA5699_R0	gene_3332
Cbir_RNA7393_R0	gene_3332
Aech_RNA18062_R0	gene_3333
Dqua_RNA5704_R0	gene_3334
Dqua_RNA5712_R0	gene_3335
Dqua_RNA5715_R0	gene_3336
Dqua_RNA5717_R0	gene_3337
Lhum_RNA938_R0	gene_3337
Aech_RNA7739_R2	gene_3338
Dqua_RNA5721_R0	gene_3339
Sinv_RNA1618_R0	gene_3340
Sinv_RNA6898_R0	gene_3341
Nvit_RNA6679_R1	gene_3341
Nvit_RNA20961_R1	gene_3341
Lhum_RNA1618_R0	gene_3342
Amel_RNA28410_R0	gene_3342
Amel_RNA28412_R0	gene_3342
Dqua_RNA12373_R1	gene_3343
Dqua_RNA5738_R0	gene_3344
Lhum_RNA18233_R1	gene_3344
Sinv_RNA19245_R0	gene_3344
Dqua_RNA5748_R0	gene_3345
Aech_RNA10451_R0	gene_3345
Nvit_RNA23716_R0	gene_3345
Dqua_RNA5750_R0	gene_3346
Aech_RNA7972_R1	gene_3346
Dqua_RNA5753_R0	gene_3347
Dqua_RNA5754_R0	gene_3347
Dmel_RNA33970_R0	gene_3347
Dmel_RNA21152_R0	gene_3347
Lhum_RNA1533_R2	gene_3347
Dqua_RNA5755_R0	gene_3348
Dqua_RNA5759_R0	gene_3349
Dqua_RNA5770_R0	gene_3350
Mpha_RNA14792_R0	gene_3350
Nvit_RNA9636_R1	gene_3350
Dqua_RNA5777_R0	gene_3351
Dqua_RNA5784_R0	gene_3352
Aech_RNA2310_R0	gene_3352
Dqua_RNA5786_R0	gene_3353
Dqua_RNA5785_R0	gene_3353
Dqua_RNA5787_R0	gene_3354
Dqua_RNA5788_R0	gene_3354
Dqua_RNA5792_R0	gene_3355
Dqua_RNA5791_R0	gene_3355
Nvit_RNA23424_R0	gene_3355
Dqua_RNA5797_R0	gene_3356
Dqua_RNA5799_R0	gene_3357
Dqua_RNA5800_R0	gene_3357
Sinv_RNA6813_R0	gene_3357
Dmel_RNA18207_R0	gene_3357
Dqua_RNA5801_R0	gene_3358
Cbir_RNA25019_R0	gene_3358
Dmel_RNA25772_R0	gene_3358
Dqua_RNA5805_R0	gene_3359
Dqua_RNA5806_R0	gene_3359
Dqua_RNA5813_R0	gene_3360
Cbir_RNA22110_R0	gene_3360
Dqua_RNA5819_R0	gene_3361
Dmel_RNA13424_R0	gene_3361
Aech_RNA10533_R0	gene_3361
Dmel_RNA6407_R0	gene_3361
Dqua_RNA5821_R0	gene_3362
Sinv_RNA11865_R0	gene_3362
Nvit_RNA13975_R1	gene_3362
Sinv_RNA4246_R0	gene_3362
Dqua_RNA22007_R5	gene_3362
Aech_RNA17814_R7	gene_3363
Cbir_RNA10796_R7	gene_3364
Nvit_RNA18254_R1	gene_3365
Lhum_RNA23911_R3	gene_3366
Dqua_RNA21750_R2	gene_3367
Dqua_RNA1601_R7	gene_3368
Cbir_RNA18129_R1	gene_3369
Cbir_RNA7713_R6	gene_3370
Dqua_RNA0_R4	gene_3371
Dqua_RNA5827_R0	gene_3372
Amel_RNA22248_R0	gene_3373
Dqua_RNA5832_R0	gene_3374
Cbir_RNA13613_R0	gene_3374
Dqua_RNA5839_R0	gene_3375
Dqua_RNA5845_R0	gene_3376
Dqua_RNA5840_R0	gene_3377
Dqua_RNA5844_R0	gene_3377
Cbir_RNA13002_R0	gene_3377
Amel_RNA25854_R0	gene_3377
Dmel_RNA33569_R0	gene_3377
Dqua_RNA5854_R0	gene_3378
Cbir_RNA12998_R0	gene_3378
Dqua_RNA5858_R0	gene_3379
Aech_RNA20592_R0	gene_3380
Cbir_RNA20368_R0	gene_3381
Aech_RNA20586_R0	gene_3382
Dqua_RNA5867_R0	gene_3383
Lhum_RNA10670_R0	gene_3384
Dqua_RNA5871_R0	gene_3385
Dqua_RNA5885_R0	gene_3386
Dqua_RNA5886_R0	gene_3387
Dqua_RNA5887_R0	gene_3388
Dqua_RNA5897_R0	gene_3389
Dqua_RNA5900_R0	gene_3390
Aech_RNA2382_R0	gene_3390
Dqua_RNA5903_R0	gene_3391
Dqua_RNA5907_R0	gene_3392
Dqua_RNA5904_R0	gene_3393
Cbir_RNA22969_R0	gene_3394
Dqua_RNA5909_R0	gene_3395
Dqua_RNA5911_R0	gene_3396
Dqua_RNA5913_R0	gene_3397
Dqua_RNA5919_R0	gene_3398
Dqua_RNA5931_R0	gene_3399
Dqua_RNA5932_R0	gene_3399
Dqua_RNA5934_R0	gene_3400
Dqua_RNA5943_R0	gene_3401
Lhum_RNA1933_R0	gene_3401
Dqua_RNA5945_R0	gene_3402
Dqua_RNA5946_R0	gene_3402
Dqua_RNA5944_R0	gene_3403
Dqua_RNA5951_R0	gene_3404
Dqua_RNA5952_R0	gene_3405
Sinv_RNA6409_R0	gene_3405
Nvit_RNA15928_R0	gene_3405
Dqua_RNA5955_R0	gene_3406
Dqua_RNA5962_R0	gene_3407
Dqua_RNA5964_R0	gene_3408
Dqua_RNA5965_R0	gene_3408
Dqua_RNA5967_R0	gene_3409
Dmel_RNA23550_R0	gene_3409
Dqua_RNA5970_R0	gene_3410
Dqua_RNA5971_R0	gene_3411
Aech_RNA8189_R0	gene_3411
Nvit_RNA7243_R0	gene_3411
Dqua_RNA5972_R0	gene_3412
Dqua_RNA5975_R0	gene_3413
Dqua_RNA5981_R0	gene_3414
Dqua_RNA5982_R0	gene_3414
Mpha_RNA12514_R0	gene_3414
Dqua_RNA5985_R0	gene_3415
Dqua_RNA5986_R0	gene_3416
Dqua_RNA5991_R0	gene_3417
Dqua_RNA8067_R6	gene_3418
Dqua_RNA5999_R0	gene_3419
Dqua_RNA6001_R0	gene_3420
Dqua_RNA6003_R0	gene_3421
Dqua_RNA6002_R0	gene_3421
Mpha_RNA15619_R0	gene_3421
Dqua_RNA6005_R0	gene_3422
Sinv_RNA9773_R0	gene_3422
Dqua_RNA6010_R0	gene_3423
Mpha_RNA7322_R0	gene_3423
Aech_RNA22021_R0	gene_3424
Cbir_RNA19079_R0	gene_3424
Amel_RNA25298_R0	gene_3424
Dqua_RNA6016_R0	gene_3425
Mpha_RNA18999_R0	gene_3425
Dqua_RNA6021_R0	gene_3426
Dqua_RNA6022_R0	gene_3427
Dqua_RNA6026_R0	gene_3428
Dqua_RNA6032_R0	gene_3429
Dqua_RNA6031_R0	gene_3429
Dqua_RNA6033_R0	gene_3430
Dqua_RNA6041_R0	gene_3431
Mpha_RNA4863_R0	gene_3431
Dqua_RNA6042_R0	gene_3432
Dmel_RNA17492_R1	gene_3433
Nvit_RNA22255_R1	gene_3434
Dqua_RNA6044_R0	gene_3435
Dqua_RNA6048_R0	gene_3436
Dqua_RNA6049_R0	gene_3436
Dmel_RNA19488_R0	gene_3436
Dqua_RNA6055_R0	gene_3437
Mpha_RNA14200_R0	gene_3437
Dmel_RNA7857_R0	gene_3437
Aech_RNA3316_R0	gene_3438
Dqua_RNA6063_R0	gene_3439
Mpha_RNA20971_R0	gene_3440
Cbir_RNA17180_R0	gene_3441
Dqua_RNA20715_R3	gene_3442
Sinv_RNA12287_R4	gene_3442
Lhum_RNA11631_R0	gene_3442
Aech_RNA14959_R0	gene_3442
Sinv_RNA20265_R1	gene_3442
Dqua_RNA6065_R0	gene_3443
Dqua_RNA6066_R0	gene_3443
Dqua_RNA6068_R0	gene_3444
Dqua_RNA6069_R0	gene_3445
Lhum_RNA11660_R0	gene_3445
Dqua_RNA6072_R0	gene_3446
Aech_RNA21848_R0	gene_3447
Dqua_RNA6076_R0	gene_3448
Dqua_RNA5831_R0	gene_3449
Sinv_RNA9468_R0	gene_3449
Dqua_RNA5834_R0	gene_3450
Dqua_RNA5833_R0	gene_3450
Sinv_RNA9471_R0	gene_3450
Dqua_RNA5835_R0	gene_3451
Dqua_RNA5846_R0	gene_3452
Lhum_RNA18314_R0	gene_3452
Dqua_RNA5857_R0	gene_3453
Dqua_RNA5859_R0	gene_3454
Dqua_RNA5861_R0	gene_3455
Dqua_RNA5865_R0	gene_3456
Dqua_RNA5870_R0	gene_3457
Dqua_RNA5869_R0	gene_3457
Dqua_RNA5880_R0	gene_3458
Amel_RNA21224_R0	gene_3458
Amel_RNA28377_R0	gene_3458
Dqua_RNA5888_R0	gene_3459
Aech_RNA8753_R0	gene_3459
Nvit_RNA15_R1	gene_3459
Sinv_RNA13662_R3	gene_3459
Dqua_RNA5889_R0	gene_3460
Amel_RNA21130_R0	gene_3460
Aech_RNA8747_R0	gene_3461
Dqua_RNA5891_R0	gene_3462
Dqua_RNA5893_R0	gene_3463
Dqua_RNA5894_R0	gene_3464
Dqua_RNA5896_R0	gene_3465
Dqua_RNA5899_R0	gene_3466
Dqua_RNA5902_R0	gene_3467
Dqua_RNA5905_R0	gene_3468
Dqua_RNA5906_R0	gene_3469
Dqua_RNA5908_R0	gene_3470
Dqua_RNA5910_R0	gene_3471
Dmel_RNA33544_R0	gene_3471
Dqua_RNA5912_R0	gene_3472
Dqua_RNA5933_R0	gene_3473
Dqua_RNA5940_R0	gene_3474
Dqua_RNA5941_R0	gene_3475
Cbir_RNA1154_R0	gene_3475
Dqua_RNA5942_R0	gene_3476
Amel_RNA3764_R0	gene_3477
Dqua_RNA5947_R0	gene_3478
Dqua_RNA5949_R0	gene_3479
Dqua_RNA5953_R0	gene_3480
Dqua_RNA5954_R0	gene_3481
Dqua_RNA5961_R0	gene_3482
Dqua_RNA5968_R0	gene_3483
Amel_RNA21043_R0	gene_3483
Dqua_RNA5973_R0	gene_3484
Cbir_RNA14424_R0	gene_3484
Dmel_RNA34047_R1	gene_3484
Sinv_RNA20347_R0	gene_3485
Dqua_RNA5976_R0	gene_3486
Dqua_RNA5977_R0	gene_3486
Lhum_RNA21525_R0	gene_3486
Dqua_RNA5978_R0	gene_3487
Aech_RNA13170_R0	gene_3487
Cbir_RNA7679_R0	gene_3487
Sinv_RNA17762_R0	gene_3487
Dqua_RNA5979_R0	gene_3488
Amel_RNA5187_R0	gene_3489
Amel_RNA5202_R0	gene_3490
Dqua_RNA5996_R0	gene_3491
Dqua_RNA6004_R0	gene_3492
Amel_RNA14476_R0	gene_3492
Nvit_RNA15321_R0	gene_3492
Dqua_RNA6006_R0	gene_3493
Dqua_RNA6007_R0	gene_3494
Dqua_RNA6017_R0	gene_3495
Cbir_RNA19076_R0	gene_3495
Amel_RNA25314_R0	gene_3495
Dqua_RNA6018_R0	gene_3496
Dqua_RNA6019_R0	gene_3497
Dqua_RNA6020_R0	gene_3498
Sinv_RNA9454_R0	gene_3498
Dqua_RNA6030_R0	gene_3499
Dqua_RNA6034_R0	gene_3500
Dqua_RNA6035_R0	gene_3501
Sinv_RNA8215_R0	gene_3502
Dqua_RNA6045_R0	gene_3503
Dqua_RNA6046_R0	gene_3504
Dqua_RNA6051_R0	gene_3505
Lhum_RNA12976_R0	gene_3506
Dmel_RNA33849_R0	gene_3507
Nvit_RNA5584_R0	gene_3508
Amel_RNA1409_R0	gene_3509
Dqua_RNA6070_R0	gene_3510
Mpha_RNA925_R0	gene_3510
Dqua_RNA6074_R0	gene_3511
Nvit_RNA22389_R0	gene_3511
Dqua_RNA6075_R0	gene_3512
Nvit_RNA109_R0	gene_3512
Dqua_RNA6079_R0	gene_3513
Dqua_RNA1123_R8	gene_3514
Dqua_RNA8631_R3	gene_3515
Dqua_RNA6083_R0	gene_3516
Dqua_RNA6084_R0	gene_3516
Amel_RNA20385_R0	gene_3516
Mpha_RNA9868_R0	gene_3516
Cbir_RNA25493_R0	gene_3516
Dmel_RNA18128_R0	gene_3516
Dqua_RNA6088_R0	gene_3517
Amel_RNA14689_R0	gene_3517
Cbir_RNA25455_R0	gene_3517
Aech_RNA1932_R0	gene_3517
Mpha_RNA204_R0	gene_3517
Dqua_RNA6089_R0	gene_3518
Dqua_RNA6091_R0	gene_3519
Lhum_RNA9954_R0	gene_3519
Dqua_RNA6093_R0	gene_3519
Cbir_RNA21576_R0	gene_3519
Amel_RNA17750_R0	gene_3519
Sinv_RNA12440_R0	gene_3519
Amel_RNA29046_R0	gene_3519
Dqua_RNA6098_R0	gene_3520
Dqua_RNA6101_R0	gene_3521
Dqua_RNA6105_R0	gene_3522
Dqua_RNA6111_R0	gene_3523
Cbir_RNA2594_R0	gene_3523
Sinv_RNA15852_R0	gene_3524
Dqua_RNA6115_R0	gene_3525
Dqua_RNA6120_R0	gene_3526
Dqua_RNA6117_R0	gene_3526
Dqua_RNA6121_R0	gene_3527
Lhum_RNA8011_R0	gene_3527
Cbir_RNA10702_R0	gene_3527
Aech_RNA16555_R0	gene_3527
Aech_RNA16561_R0	gene_3527
Dqua_RNA6124_R0	gene_3528
Aech_RNA3043_R0	gene_3528
Aech_RNA16553_R0	gene_3528
Dqua_RNA6127_R0	gene_3529
Dqua_RNA6128_R0	gene_3529
Dqua_RNA6129_R0	gene_3530
Dqua_RNA6095_R0	gene_3531
Dqua_RNA6100_R0	gene_3532
Aech_RNA28_R0	gene_3532
Cbir_RNA17601_R0	gene_3533
Dqua_RNA6102_R0	gene_3534
Lhum_RNA5417_R0	gene_3534
Dqua_RNA6104_R0	gene_3535
Dqua_RNA6103_R0	gene_3535
Sinv_RNA15856_R0	gene_3535
Sinv_RNA21307_R0	gene_3535
Dqua_RNA6110_R0	gene_3536
Dqua_RNA6113_R0	gene_3537
Dqua_RNA6116_R0	gene_3538
Dqua_RNA6126_R0	gene_3539
Dqua_RNA8736_R8	gene_3540
Cbir_RNA20822_R2	gene_3541
Amel_RNA28674_R6	gene_3542
Aech_RNA13103_R4	gene_3543
Dqua_RNA6130_R0	gene_3544
Sinv_RNA17914_R8	gene_3545
Dqua_RNA6131_R0	gene_3546
Sinv_RNA16962_R0	gene_3547
Dqua_RNA10338_R0	gene_3548
Dqua_RNA22961_R2	gene_3549
Dqua_RNA6132_R0	gene_3550
Dqua_RNA6133_R0	gene_3551
Dqua_RNA6138_R0	gene_3552
Dqua_RNA6140_R0	gene_3553
Dqua_RNA6144_R0	gene_3554
Dqua_RNA6148_R0	gene_3555
Dqua_RNA6149_R0	gene_3556
Dqua_RNA6154_R0	gene_3557
Nvit_RNA20323_R0	gene_3557
Dqua_RNA6155_R0	gene_3558
Lhum_RNA20439_R0	gene_3558
Dqua_RNA6158_R0	gene_3559
Nvit_RNA20337_R0	gene_3559
Dqua_RNA6164_R0	gene_3560
Lhum_RNA12206_R0	gene_3560
Amel_RNA7547_R0	gene_3560
Amel_RNA7548_R0	gene_3560
Dqua_RNA6167_R0	gene_3561
Dqua_RNA6176_R0	gene_3562
Dqua_RNA6183_R0	gene_3563
Dqua_RNA6185_R0	gene_3564
Dqua_RNA6188_R0	gene_3565
Dqua_RNA6189_R0	gene_3566
Dqua_RNA6190_R0	gene_3567
Dqua_RNA6191_R0	gene_3568
Nvit_RNA25085_R1	gene_3569
Dqua_RNA6201_R0	gene_3570
Dqua_RNA6205_R0	gene_3571
Dqua_RNA6204_R0	gene_3571
Dqua_RNA6203_R0	gene_3571
Cbir_RNA17676_R0	gene_3571
Cbir_RNA17677_R0	gene_3571
Cbir_RNA17678_R0	gene_3571
Amel_RNA24933_R0	gene_3571
Dmel_RNA25326_R0	gene_3571
Dqua_RNA6209_R0	gene_3572
Dqua_RNA6211_R0	gene_3573
Dqua_RNA6213_R0	gene_3574
Sinv_RNA15489_R0	gene_3574
Mpha_RNA14588_R0	gene_3574
Amel_RNA25697_R0	gene_3574
Sinv_RNA15492_R0	gene_3574
Dqua_RNA6215_R0	gene_3575
Dmel_RNA17969_R0	gene_3575
Amel_RNA25703_R0	gene_3576
Dqua_RNA6136_R0	gene_3577
Dqua_RNA6137_R0	gene_3578
Dqua_RNA6139_R0	gene_3579
Dqua_RNA6142_R0	gene_3580
Dqua_RNA6143_R0	gene_3580
Mpha_RNA3670_R0	gene_3580
Dqua_RNA6147_R0	gene_3581
Dmel_RNA30863_R0	gene_3581
Mpha_RNA1275_R0	gene_3582
Dqua_RNA6156_R0	gene_3583
Dqua_RNA6157_R0	gene_3583
Dqua_RNA6160_R0	gene_3584
Dqua_RNA6166_R0	gene_3585
Dqua_RNA6175_R0	gene_3586
Dqua_RNA6178_R0	gene_3587
Dqua_RNA6179_R0	gene_3588
Dqua_RNA6180_R0	gene_3588
Nvit_RNA24403_R0	gene_3588
Dqua_RNA6186_R0	gene_3589
Lhum_RNA12245_R0	gene_3589
Nvit_RNA12641_R0	gene_3589
Amel_RNA814_R0	gene_3589
Dqua_RNA6187_R0	gene_3590
Cbir_RNA11323_R0	gene_3591
Dqua_RNA6199_R0	gene_3592
Dqua_RNA6200_R0	gene_3593
Dqua_RNA6202_R0	gene_3594
Dqua_RNA6207_R0	gene_3595
Dqua_RNA6206_R0	gene_3595
