SINV_RNA2436_R0	gene_4
LNIG_RNA6152_R0	gene_6999
LNIG_RNA6153_R0	gene_6998
LHUM_RNA1347_R0	gene_7000
LNIG_RNA6155_R0	gene_7001
LNIG_RNA6156_R0	gene_7002
LNIG_RNA6157_R0	gene_7003
LNIG_RNA10023_R4	gene_7004
LNIG_RNA6160_R0	gene_7005
AECH_RNA7787_R8	gene_7006
AMEL_RNA26438_R0	gene_7007
MPHA_RNA1420_R0	gene_7008
LNIG_RNA6162_R0	gene_7010
LNIG_RNA6163_R0	gene_7009
LNIG_RNA6164_R0	gene_7011
LNIG_RNA12266_R5	gene_7014
LNIG_RNA6165_R0	gene_7012
LNIG_RNA6166_R0	gene_7013
LNIG_RNA6167_R0	gene_7015
LHUM_RNA16944_R0	gene_7016
LNIG_RNA6169_R0	gene_7017
LNIG_RNA6170_R0	gene_7018
LHUM_RNA22680_R0	gene_7019
LNIG_RNA6172_R0	gene_7021
LNIG_RNA6173_R0	gene_7020
LNIG_RNA6174_R0	gene_7022
LNIG_RNA6175_R0	gene_7023
MPHA_RNA7447_R1	gene_7025
LHUM_RNA17971_R0	gene_7024
LNIG_RNA6177_R0	gene_7026
SINV_RNA15827_R0	gene_7027
LHUM_RNA5404_R0	gene_7029
LNIG_RNA6179_R0	gene_7028
DQUA_RNA13791_R0	gene_7030
LNIG_RNA6181_R0	gene_7031
LNIG_RNA6182_R0	gene_7035
MPHA_RNA14900_R0	gene_7033
AECH_RNA12873_R0	gene_7032
MPHA_RNA14905_R0	gene_7034
MPHA_RNA14912_R2	gene_7036
CBIR_RNA14073_R1	gene_7037
LNIG_RNA6187_R0	gene_7041
LNIG_RNA6188_R0	gene_7039
CBIR_RNA15398_R0	gene_7038
LNIG_RNA6190_R0	gene_7042
AECH_RNA5733_R0	gene_7040
LNIG_RNA6191_R0	gene_7043
LNIG_RNA6192_R0	gene_7044
LNIG_RNA6193_R0	gene_7045
LNIG_RNA16806_R1	gene_7046
LNIG_RNA6194_R0	gene_7047
LNIG_RNA6195_R0	gene_7049
LNIG_RNA6196_R0	gene_7048
LNIG_RNA6197_R0	gene_7050
LNIG_RNA6198_R0	gene_7051
CBIR_RNA17714_R0	gene_7052
LNIG_RNA6200_R0	gene_7053
LNIG_RNA6201_R0	gene_7054
LNIG_RNA6202_R0	gene_7055
DMEL_RNA23846_R2	gene_7056
LNIG_RNA6204_R0	gene_7057
LNIG_RNA6205_R0	gene_7058
LHUM_RNA3324_R0	gene_7059
LNIG_RNA6207_R0	gene_7060
LNIG_RNA6208_R0	gene_7061
LNIG_RNA6209_R0	gene_7062
LNIG_RNA6210_R0	gene_7064
LHUM_RNA6520_R0	gene_7065
DQUA_RNA13046_R0	gene_7063
LNIG_RNA6212_R0	gene_7066
LNIG_RNA6213_R0	gene_7067
LNIG_RNA6214_R0	gene_7068
LNIG_RNA6215_R0	gene_7069
LHUM_RNA5819_R0	gene_7070
LNIG_RNA6217_R0	gene_7071
SINV_RNA14724_R0	gene_7072
LNIG_RNA6218_R0	gene_7074
LNIG_RNA6219_R0	gene_7073
LNIG_RNA6220_R0	gene_7075
LNIG_RNA6221_R0	gene_7076
LNIG_RNA6222_R0	gene_7078
LNIG_RNA6223_R0	gene_7077
LNIG_RNA6224_R0	gene_7079
LNIG_RNA6225_R0	gene_7082
LNIG_RNA15367_R3	gene_7083
LNIG_RNA6226_R0	gene_7081
SINV_RNA20520_R6	gene_7084
LNIG_RNA6227_R0	gene_7080
LNIG_RNA6228_R0	gene_7085
CBIR_RNA845_R0	gene_7086
LNIG_RNA6230_R0	gene_7088
LNIG_RNA6231_R0	gene_7087
LNIG_RNA6232_R0	gene_7091
CBIR_RNA22787_R0	gene_7090
MPHA_RNA12184_R0	gene_7092
LHUM_RNA21038_R0	gene_7089
LNIG_RNA6235_R0	gene_7095
CBIR_RNA21178_R0	gene_7093
CBIR_RNA21175_R0	gene_7096
AECH_RNA9429_R0	gene_7094
CBIR_RNA7111_R0	gene_7097
LHUM_RNA9675_R0	gene_7098
AECH_RNA21510_R0	gene_7099
LNIG_RNA6239_R0	gene_7100
LHUM_RNA992_R0	gene_7101
NVIT_RNA2787_R1	gene_7102
LNIG_RNA6241_R0	gene_7103
DMEL_RNA11008_R5	gene_7104
LNIG_RNA6243_R0	gene_7106
LNIG_RNA6244_R0	gene_7107
LNIG_RNA12489_R9	gene_7105
AECH_RNA12123_R0	gene_7112
AECH_RNA12121_R2	gene_7108
CBIR_RNA21964_R2	gene_7111
LNIG_RNA6251_R0	gene_7113
AECH_RNA2444_R1	gene_7109
LNIG_RNA6254_R0	gene_7110
AECH_RNA3286_R0	gene_7114
MPHA_RNA1657_R0	gene_7115
SINV_RNA17304_R0	gene_7116
LNIG_RNA6256_R0	gene_7117
LNIG_RNA6257_R0	gene_7120
SINV_RNA5683_R0	gene_7118
LHUM_RNA21226_R0	gene_7121
LHUM_RNA21225_R0	gene_7119
LNIG_RNA6261_R0	gene_7123
LNIG_RNA6262_R0	gene_7122
LNIG_RNA6264_R0	gene_7125
LNIG_RNA6265_R0	gene_7124
LNIG_RNA6266_R0	gene_7126
DQUA_RNA22016_R0	gene_7127
AECH_RNA14251_R0	gene_7129
DQUA_RNA12859_R0	gene_7128
MPHA_RNA5065_R0	gene_7130
LNIG_RNA6270_R0	gene_7131
SINV_RNA13907_R0	gene_7132
LNIG_RNA6272_R0	gene_7133
SINV_RNA20534_R1	gene_7134
CBIR_RNA1871_R0	gene_7135
LHUM_RNA8982_R0	gene_7137
LHUM_RNA8981_R0	gene_7136
LNIG_RNA6278_R0	gene_7138
LHUM_RNA2762_R0	gene_7139
LNIG_RNA6280_R0	gene_7140
LNIG_RNA6281_R0	gene_7141
LNIG_RNA6282_R0	gene_7142
LNIG_RNA5107_R2	gene_7143
LNIG_RNA6082_R2	gene_7145
LNIG_RNA7615_R4	gene_7144
LNIG_RNA6286_R0	gene_7146
CBIR_RNA1632_R0	gene_7148
CBIR_RNA14083_R2	gene_7147
LNIG_RNA6287_R0	gene_7149
LNIG_RNA6288_R0	gene_7150
LNIG_RNA6289_R0	gene_7151
LNIG_RNA6290_R0	gene_7152
LNIG_RNA6291_R0	gene_7154
LHUM_RNA4688_R0	gene_7153
AECH_RNA19528_R0	gene_7155
SINV_RNA12604_R0	gene_7156
LNIG_RNA6295_R0	gene_7157
LNIG_RNA6296_R0	gene_7158
LHUM_RNA2715_R0	gene_7162
LNIG_RNA6298_R0	gene_7159
LNIG_RNA6299_R0	gene_7161
LNIG_RNA6300_R0	gene_7160
CBIR_RNA21223_R0	gene_7163
LNIG_RNA6302_R0	gene_7164
LNIG_RNA6303_R0	gene_7165
LNIG_RNA6304_R0	gene_7166
SINV_RNA5906_R0	gene_7170
LNIG_RNA6305_R0	gene_7167
LHUM_RNA9032_R0	gene_7168
LHUM_RNA9031_R0	gene_7171
CBIR_RNA11752_R0	gene_7169
LNIG_RNA6309_R0	gene_7172
SINV_RNA18950_R0	gene_7173
LNIG_RNA6310_R0	gene_7174
MPHA_RNA5179_R5	gene_7175
SINV_RNA12794_R5	gene_7177
LNIG_RNA14428_R3	gene_7178
LNIG_RNA14305_R6	gene_7176
LHUM_RNA19050_R8	gene_7179
LNIG_RNA6311_R0	gene_7180
LNIG_RNA6312_R0	gene_7181
DQUA_RNA7320_R0	gene_7183
AECH_RNA17530_R0	gene_7182
LNIG_RNA6315_R0	gene_7184
MPHA_RNA22251_R0	gene_7185
LNIG_RNA6318_R0	gene_7186
LHUM_RNA21136_R1	gene_7190
LNIG_RNA6319_R0	gene_7189
LNIG_RNA6320_R0	gene_7187
LHUM_RNA14617_R0	gene_7191
SINV_RNA7444_R0	gene_7188
LNIG_RNA6321_R0	gene_7192
SINV_RNA7986_R0	gene_7195
LNIG_RNA6322_R0	gene_7193
DQUA_RNA5382_R0	gene_7194
CBIR_RNA9210_R0	gene_7198
SINV_RNA17486_R0	gene_7199
AECH_RNA13810_R0	gene_7200
LNIG_RNA6325_R0	gene_7196
LNIG_RNA6326_R0	gene_7197
LNIG_RNA6328_R0	gene_7202
LNIG_RNA6329_R0	gene_7201
LNIG_RNA6330_R0	gene_7203
LNIG_RNA6331_R0	gene_7204
LNIG_RNA6332_R0	gene_7205
LNIG_RNA6333_R0	gene_7206
AECH_RNA18573_R0	gene_7208
DQUA_RNA10295_R0	gene_7207
DMEL_RNA17947_R0	gene_7209
LNIG_RNA6336_R0	gene_7210
AECH_RNA3808_R0	gene_7211
LNIG_RNA6338_R0	gene_7212
LNIG_RNA6339_R0	gene_7214
AECH_RNA5354_R0	gene_7216
LNIG_RNA6342_R0	gene_7213
LNIG_RNA6343_R0	gene_7215
LNIG_RNA13122_R2	gene_7220
LNIG_RNA6346_R0	gene_7219
LNIG_RNA6347_R0	gene_7217
LNIG_RNA6348_R0	gene_7221
LNIG_RNA6349_R0	gene_7218
LHUM_RNA22400_R0	gene_7222
CBIR_RNA17406_R0	gene_7223
LNIG_RNA6350_R0	gene_7225
LNIG_RNA6351_R0	gene_7224
LNIG_RNA6353_R0	gene_7226
DQUA_RNA21830_R0	gene_7227
DQUA_RNA760_R1	gene_7228
MPHA_RNA11243_R0	gene_7229
LHUM_RNA11350_R0	gene_7230
LNIG_RNA6354_R0	gene_7231
LNIG_RNA6355_R0	gene_7232
LNIG_RNA6356_R0	gene_7234
LNIG_RNA6357_R0	gene_7235
DQUA_RNA1961_R2	gene_7233
LNIG_RNA6359_R0	gene_7238
SINV_RNA18518_R9	gene_7237
SINV_RNA15317_R4	gene_7236
LNIG_RNA6360_R0	gene_7239
LNIG_RNA6361_R0	gene_7240
MPHA_RNA233_R0	gene_7241
CBIR_RNA6137_R0	gene_7243
SINV_RNA1730_R0	gene_7242
LHUM_RNA1265_R0	gene_7244
AECH_RNA11308_R0	gene_7245
DMEL_RNA32214_R1	gene_7246
CBIR_RNA19259_R1	gene_7247
LNIG_RNA6365_R0	gene_7248
LNIG_RNA6366_R0	gene_7249
DQUA_RNA2632_R1	gene_7250
LHUM_RNA14406_R0	gene_7251
LNIG_RNA6367_R0	gene_7252
LNIG_RNA7502_R4	gene_7254
LNIG_RNA6369_R0	gene_7253
LNIG_RNA6370_R0	gene_7256
LHUM_RNA18941_R0	gene_7255
LNIG_RNA6372_R0	gene_7257
LNIG_RNA6373_R0	gene_7258
LNIG_RNA6374_R0	gene_7260
LNIG_RNA6375_R0	gene_7259
NVIT_RNA17852_R1	gene_7261
LNIG_RNA6376_R0	gene_7262
LNIG_RNA6377_R1	gene_7263
LNIG_RNA10955_R1	gene_7264
LNIG_RNA6378_R0	gene_7265
LNIG_RNA6379_R0	gene_7266
LHUM_RNA6473_R0	gene_7267
DQUA_RNA11397_R2	gene_7269
AECH_RNA12878_R0	gene_7268
AECH_RNA12883_R0	gene_7271
CBIR_RNA16083_R0	gene_7270
LNIG_RNA6384_R0	gene_7272
LNIG_RNA6385_R0	gene_7273
CBIR_RNA7585_R0	gene_7277
LNIG_RNA6386_R0	gene_7274
DQUA_RNA15407_R0	gene_7275
MPHA_RNA9742_R0	gene_7278
MPHA_RNA16882_R0	gene_7276
MPHA_RNA23153_R0	gene_7279
LNIG_RNA6389_R0	gene_7280
LNIG_RNA6390_R0	gene_7281
LNIG_RNA6391_R0	gene_7284
DQUA_RNA2618_R0	gene_7282
LNIG_RNA6392_R0	gene_7283
CBIR_RNA17113_R0	gene_7285
NVIT_RNA10192_R0	gene_7286
LHUM_RNA22153_R0	gene_7287
AMEL_RNA3913_R0	gene_7288
MPHA_RNA7710_R0	gene_7289
CBIR_RNA10953_R0	gene_7290
LNIG_RNA6396_R0	gene_7291
LNIG_RNA6397_R0	gene_7292
LNIG_RNA6398_R0	gene_7293
AECH_RNA7906_R0	gene_7294
SINV_RNA13512_R5	gene_7297
LNIG_RNA10577_R1	gene_7296
LNIG_RNA10558_R5	gene_7295
LNIG_RNA10609_R5	gene_7298
LNIG_RNA14742_R2	gene_7300
LNIG_RNA9527_R6	gene_7299
MPHA_RNA8901_R0	gene_7301
AECH_RNA10953_R0	gene_7302
LHUM_RNA18007_R0	gene_7303
AECH_RNA17515_R0	gene_7306
SINV_RNA8096_R0	gene_7304
LNIG_RNA6406_R0	gene_7305
AECH_RNA3073_R0	gene_7309
AECH_RNA3071_R0	gene_7308
LNIG_RNA6408_R0	gene_7307
AECH_RNA10359_R0	gene_7310
AECH_RNA8159_R0	gene_7311
SINV_RNA11795_R0	gene_7314
SINV_RNA11792_R0	gene_7312
LNIG_RNA6411_R0	gene_7315
LNIG_RNA6412_R0	gene_7313
CBIR_RNA22886_R0	gene_7316
LNIG_RNA6414_R0	gene_7317
LNIG_RNA6415_R0	gene_7318
SINV_RNA14788_R1	gene_7319
LNIG_RNA6416_R0	gene_7320
LNIG_RNA6417_R0	gene_7321
AECH_RNA6228_R0	gene_7323
LNIG_RNA6418_R0	gene_7322
LNIG_RNA6419_R0	gene_7324
AECH_RNA20573_R0	gene_7325
AMEL_RNA13241_R0	gene_7326
LNIG_RNA6422_R0	gene_7328
LNIG_RNA6423_R0	gene_7329
LNIG_RNA6424_R0	gene_7327
LHUM_RNA13875_R0	gene_7330
LHUM_RNA13879_R0	gene_7331
SINV_RNA19638_R0	gene_7332
AECH_RNA13523_R0	gene_7333
LNIG_RNA6428_R0	gene_7334
LNIG_RNA6429_R0	gene_7335
SINV_RNA20278_R0	gene_7336
AMEL_RNA11202_R0	gene_7337
CBIR_RNA3630_R0	gene_7339
LNIG_RNA6432_R0	gene_7338
LNIG_RNA6433_R0	gene_7340
LNIG_RNA6434_R0	gene_7342
LNIG_RNA6435_R0	gene_7341
LNIG_RNA6436_R0	gene_7343
LNIG_RNA6437_R0	gene_7344
LNIG_RNA6438_R0	gene_7345
MPHA_RNA726_R0	gene_7347
LHUM_RNA13248_R0	gene_7346
LNIG_RNA6441_R0	gene_7349
LNIG_RNA6442_R0	gene_7348
LNIG_RNA6443_R0	gene_7350
NVIT_RNA25591_R0	gene_7353
SINV_RNA15158_R0	gene_7352
SINV_RNA15721_R0	gene_7351
SINV_RNA14667_R0	gene_7354
LNIG_RNA6445_R0	gene_7356
LHUM_RNA200_R0	gene_7355
LNIG_RNA6446_R0	gene_7357
SINV_RNA3507_R2	gene_7358
LNIG_RNA6447_R0	gene_7359
LNIG_RNA6448_R0	gene_7361
LNIG_RNA6449_R0	gene_7360
LNIG_RNA6450_R0	gene_7362
LNIG_RNA6451_R0	gene_7363
DMEL_RNA19871_R4	gene_7364
LNIG_RNA6454_R0	gene_7365
LNIG_RNA6455_R0	gene_7367
LNIG_RNA6456_R0	gene_7366
LNIG_RNA6457_R0	gene_7368
CBIR_RNA12875_R0	gene_7369
LNIG_RNA6458_R0	gene_7370
CBIR_RNA10235_R0	gene_7371
SINV_RNA4851_R0	gene_7372
LNIG_RNA6461_R0	gene_7373
LNIG_RNA7233_R4	gene_7374
CBIR_RNA6582_R0	gene_7375
LNIG_RNA6462_R0	gene_7377
MPHA_RNA6992_R0	gene_7376
LNIG_RNA6463_R0	gene_7378
LNIG_RNA6464_R0	gene_7379
SINV_RNA4232_R1	gene_7380
AECH_RNA10080_R0	gene_7381
AMEL_RNA21224_R0	gene_7382
LNIG_RNA6466_R0	gene_7383
LNIG_RNA6467_R0	gene_7384
LNIG_RNA6468_R0	gene_7385
LHUM_RNA4147_R0	gene_7386
LNIG_RNA6469_R0	gene_7387
LNIG_RNA6470_R0	gene_7388
LNIG_RNA6471_R0	gene_7391
LNIG_RNA6472_R0	gene_7389
AECH_RNA2448_R0	gene_7390
LNIG_RNA6474_R0	gene_7392
LNIG_RNA9415_R1	gene_7393
LNIG_RNA6478_R0	gene_7394
SINV_RNA13366_R1	gene_7395
AECH_RNA7354_R7	gene_7396
SINV_RNA9216_R0	gene_7397
LNIG_RNA6480_R0	gene_7398
LNIG_RNA6481_R0	gene_7400
LNIG_RNA6482_R0	gene_7399
AECH_RNA2575_R0	gene_7401
LNIG_RNA6484_R0	gene_7403
LHUM_RNA2055_R0	gene_7402
LNIG_RNA6487_R0	gene_7404
LNIG_RNA6488_R0	gene_7405
LNIG_RNA6489_R0	gene_7406
CBIR_RNA21789_R0	gene_7407
LNIG_RNA13659_R3	gene_7409
LHUM_RNA538_R5	gene_7408
MPHA_RNA1264_R5	gene_7410
LNIG_RNA6491_R0	gene_7411
LNIG_RNA6492_R0	gene_7413
LNIG_RNA6493_R0	gene_7412
LNIG_RNA6494_R0	gene_7415
CBIR_RNA6754_R0	gene_7414
LNIG_RNA6495_R0	gene_7416
LHUM_RNA7399_R0	gene_7417
LNIG_RNA6496_R0	gene_7418
LHUM_RNA5105_R0	gene_7419
LNIG_RNA6498_R0	gene_7420
AECH_RNA5806_R0	gene_7421
LNIG_RNA6500_R0	gene_7422
MPHA_RNA16688_R0	gene_7424
LNIG_RNA6501_R0	gene_7423
LNIG_RNA6502_R0	gene_7426
LNIG_RNA6503_R0	gene_7425
LNIG_RNA6504_R0	gene_7427
LNIG_RNA6505_R0	gene_7429
LNIG_RNA6506_R0	gene_7428
DQUA_RNA1070_R0	gene_7430
CBIR_RNA8933_R0	gene_7431
LHUM_RNA18478_R0	gene_7432
LNIG_RNA6510_R0	gene_7433
LNIG_RNA6511_R0	gene_7437
LNIG_RNA6512_R0	gene_7440
LNIG_RNA6513_R0	gene_7438
LNIG_RNA6514_R0	gene_7439
LNIG_RNA6515_R0	gene_7436
LNIG_RNA6516_R0	gene_7434
LNIG_RNA15489_R3	gene_7435
LNIG_RNA13051_R1	gene_7441
MPHA_RNA15517_R0	gene_7442
LNIG_RNA6519_R0	gene_7446
LHUM_RNA18296_R0	gene_7443
MPHA_RNA15522_R0	gene_7444
CBIR_RNA17972_R0	gene_7445
MPHA_RNA15419_R0	gene_7447
CBIR_RNA2844_R0	gene_7449
LNIG_RNA6522_R0	gene_7450
LNIG_RNA6523_R0	gene_7448
LNIG_RNA6524_R0	gene_7451
LNIG_RNA6525_R0	gene_7452
SINV_RNA15085_R0	gene_7453
CBIR_RNA21840_R0	gene_7455
LHUM_RNA3265_R0	gene_7456
LNIG_RNA6527_R0	gene_7454
LNIG_RNA6528_R0	gene_7457
LNIG_RNA6529_R0	gene_7458
LNIG_RNA6531_R0	gene_7459
LHUM_RNA11794_R0	gene_7460
LNIG_RNA6532_R0	gene_7463
AECH_RNA836_R0	gene_7464
LNIG_RNA6534_R0	gene_7461
LHUM_RNA2543_R0	gene_7462
MPHA_RNA19906_R0	gene_7465
CBIR_RNA14302_R0	gene_7466
DQUA_RNA4854_R0	gene_7467
LNIG_RNA6537_R0	gene_7469
LNIG_RNA6538_R0	gene_7468
LNIG_RNA6539_R0	gene_7470
LNIG_RNA6540_R0	gene_7471
LHUM_RNA3659_R0	gene_7472
SINV_RNA9446_R0	gene_7473
LNIG_RNA6542_R0	gene_7474
AECH_RNA10078_R0	gene_7475
LNIG_RNA6543_R0	gene_7476
DQUA_RNA19447_R0	gene_7477
LNIG_RNA6545_R0	gene_7478
LNIG_RNA6546_R0	gene_7479
LNIG_RNA6547_R0	gene_7481
LHUM_RNA19428_R0	gene_7480
LNIG_RNA6549_R0	gene_7482
LNIG_RNA6550_R0	gene_7484
LNIG_RNA6551_R0	gene_7483
LNIG_RNA6552_R0	gene_7485
LNIG_RNA6553_R0	gene_7487
LNIG_RNA6554_R0	gene_7486
AECH_RNA12758_R0	gene_7488
LNIG_RNA6555_R0	gene_7489
MPHA_RNA1884_R0	gene_7490
LNIG_RNA6556_R0	gene_7491
LNIG_RNA6557_R0	gene_7492
LNIG_RNA6558_R0	gene_7493
NVIT_RNA5258_R7	gene_7494
LNIG_RNA6559_R0	gene_7495
LNIG_RNA6560_R0	gene_7496
LNIG_RNA6561_R0	gene_7497
LNIG_RNA6562_R0	gene_7498
LNIG_RNA6563_R0	gene_7499
CBIR_RNA4438_R0	gene_7500
LNIG_RNA6564_R0	gene_7501
LNIG_RNA6565_R0	gene_7502
SINV_RNA15008_R0	gene_7504
LNIG_RNA12237_R5	gene_7503
LNIG_RNA6566_R0	gene_7505
AECH_RNA4506_R0	gene_7506
LNIG_RNA246_R1	gene_7507
MPHA_RNA91_R0	gene_7508
LNIG_RNA16602_R5	gene_7509
SINV_RNA16898_R3	gene_7511
LNIG_RNA6567_R0	gene_7510
LHUM_RNA1966_R0	gene_7512
MPHA_RNA17059_R0	gene_7513
SINV_RNA12742_R0	gene_7514
AECH_RNA12680_R0	gene_7516
AMEL_RNA25538_R0	gene_7515
CBIR_RNA531_R0	gene_7517
AECH_RNA18807_R0	gene_7518
LNIG_RNA6577_R0	gene_7519
LNIG_RNA6578_R0	gene_7520
MPHA_RNA18316_R1	gene_7521
AMEL_RNA24547_R0	gene_7522
SINV_RNA8868_R0	gene_7523
LNIG_RNA6580_R0	gene_7524
AECH_RNA18779_R0	gene_7525
LNIG_RNA6581_R0	gene_7526
LNIG_RNA6582_R0	gene_7527
LHUM_RNA21072_R0	gene_7529
LNIG_RNA6584_R0	gene_7530
LNIG_RNA6585_R0	gene_7528
LNIG_RNA6586_R0	gene_7531
AECH_RNA4329_R0	gene_7532
MPHA_RNA22892_R0	gene_7533
DQUA_RNA15342_R0	gene_7534
LNIG_RNA6589_R0	gene_7537
LHUM_RNA22539_R0	gene_7535
LNIG_RNA6590_R0	gene_7538
LNIG_RNA6591_R0	gene_7539
LNIG_RNA6592_R0	gene_7536
LNIG_RNA6594_R0	gene_7540
LNIG_RNA6595_R0	gene_7541
MPHA_RNA18991_R0	gene_7542
AECH_RNA20835_R6	gene_7543
LNIG_RNA1621_R1	gene_7544
LNIG_RNA6596_R0	gene_7545
LNIG_RNA6597_R0	gene_7546
LNIG_RNA9094_R0	gene_7548
AECH_RNA13855_R1	gene_7547
LNIG_RNA9075_R0	gene_7550
LNIG_RNA9076_R0	gene_7549
LNIG_RNA6601_R0	gene_7551
AECH_RNA7939_R0	gene_7552
DMEL_RNA20706_R9	gene_7553
MPHA_RNA21492_R0	gene_7554
SINV_RNA19544_R0	gene_7555
LNIG_RNA6605_R0	gene_7556
LHUM_RNA10783_R0	gene_7558
SINV_RNA13360_R8	gene_7557
LHUM_RNA17056_R0	gene_7559
CBIR_RNA8935_R0	gene_7560
LHUM_RNA9196_R0	gene_7561
DMEL_RNA7547_R0	gene_7562
LNIG_RNA13607_R3	gene_7563
SINV_RNA21917_R3	gene_7565
LNIG_RNA15476_R1	gene_7566
SINV_RNA20316_R2	gene_7567
LNIG_RNA6613_R0	gene_7569
LNIG_RNA6614_R0	gene_7568
LNIG_RNA6615_R0	gene_7570
LNIG_RNA6616_R0	gene_7564
LHUM_RNA10266_R0	gene_7574
LHUM_RNA10265_R0	gene_7572
LNIG_RNA6618_R0	gene_7571
LNIG_RNA6619_R0	gene_7573
LNIG_RNA8099_R7	gene_7576
LHUM_RNA15993_R0	gene_7575
MPHA_RNA11164_R0	gene_7577
LNIG_RNA6624_R0	gene_7578
LNIG_RNA6625_R0	gene_7580
LNIG_RNA6626_R0	gene_7579
LNIG_RNA6627_R0	gene_7581
LNIG_RNA6628_R0	gene_7582
SINV_RNA14925_R0	gene_7584
LNIG_RNA6630_R0	gene_7583
LNIG_RNA6631_R0	gene_7585
LNIG_RNA6633_R0	gene_7586
CBIR_RNA18792_R0	gene_7587
CBIR_RNA11156_R2	gene_7590
CBIR_RNA11156_R1	gene_7589
LNIG_RNA7234_R9	gene_7588
LNIG_RNA6636_R0	gene_7591
LNIG_RNA6637_R0	gene_7592
LNIG_RNA6638_R0	gene_7594
LNIG_RNA6639_R0	gene_7593
DMEL_RNA13790_R0	gene_7595
LNIG_RNA6640_R0	gene_7596
AECH_RNA12315_R0	gene_7598
LNIG_RNA6641_R0	gene_7597
LNIG_RNA6642_R0	gene_7599
MPHA_RNA19383_R0	gene_7600
CBIR_RNA8263_R0	gene_7602
LNIG_RNA6644_R0	gene_7601
SINV_RNA3378_R0	gene_7604
LNIG_RNA6646_R0	gene_7603
LNIG_RNA6647_R0	gene_7605
LNIG_RNA6648_R0	gene_7606
DMEL_RNA14403_R2	gene_7607
LHUM_RNA23594_R0	gene_7609
AECH_RNA11564_R0	gene_7608
LNIG_RNA6651_R0	gene_7610
LNIG_RNA6652_R0	gene_7611
LNIG_RNA6653_R0	gene_7613
LNIG_RNA6654_R0	gene_7612
SINV_RNA2217_R0	gene_7614
LNIG_RNA6656_R0	gene_7615
LNIG_RNA6657_R0	gene_7616
LNIG_RNA8993_R1	gene_7617
LNIG_RNA6659_R0	gene_7618
LNIG_RNA6660_R0	gene_7619
LNIG_RNA6662_R0	gene_7621
LNIG_RNA6663_R0	gene_7620
LNIG_RNA6665_R1	gene_7623
CBIR_RNA4912_R0	gene_7625
SINV_RNA17755_R0	gene_7622
LNIG_RNA6665_R0	gene_7624
SINV_RNA17662_R7	gene_7626
AECH_RNA13312_R0	gene_7628
SINV_RNA13283_R0	gene_7627
LNIG_RNA6667_R0	gene_7630
AECH_RNA18430_R0	gene_7629
LNIG_RNA6668_R0	gene_7631
LNIG_RNA11215_R6	gene_7632
LNIG_RNA6669_R0	gene_7633
LNIG_RNA6670_R0	gene_7634
LNIG_RNA6671_R0	gene_7635
LNIG_RNA3656_R1	gene_7636
LNIG_RNA6673_R0	gene_7637
LNIG_RNA6674_R0	gene_7638
LNIG_RNA6675_R0	gene_7641
LNIG_RNA6676_R0	gene_7639
LNIG_RNA6677_R0	gene_7640
LNIG_RNA5983_R6	gene_7645
LNIG_RNA13360_R5	gene_7642
LNIG_RNA6679_R0	gene_7643
LNIG_RNA10636_R4	gene_7644
MPHA_RNA17053_R0	gene_7646
SINV_RNA2764_R0	gene_7647
LNIG_RNA6682_R0	gene_7648
LNIG_RNA6683_R0	gene_7649
LHUM_RNA17039_R0	gene_7651
LHUM_RNA17038_R0	gene_7650
AECH_RNA21434_R0	gene_7652
LHUM_RNA19945_R0	gene_7653
LNIG_RNA6686_R0	gene_7654
LNIG_RNA6687_R0	gene_7655
LNIG_RNA6688_R0	gene_7656
LNIG_RNA6689_R0	gene_7658
LNIG_RNA6690_R0	gene_7657
DQUA_RNA2494_R0	gene_7659
LNIG_RNA6692_R0	gene_7660
LNIG_RNA6693_R0	gene_7661
LNIG_RNA14982_R1	gene_7662
LHUM_RNA579_R8	gene_7663
LNIG_RNA16012_R4	gene_7664
SINV_RNA9715_R6	gene_7665
CBIR_RNA8327_R0	gene_7666
MPHA_RNA17039_R0	gene_7667
LNIG_RNA6697_R0	gene_7669
LNIG_RNA6698_R0	gene_7672
LNIG_RNA6699_R0	gene_7671
LNIG_RNA6700_R0	gene_7670
LNIG_RNA6701_R0	gene_7673
LNIG_RNA13218_R1	gene_7668
LHUM_RNA444_R0	gene_7674
LNIG_RNA14118_R5	gene_7675
DQUA_RNA18107_R0	gene_7676
LNIG_RNA6704_R0	gene_7677
MPHA_RNA1175_R0	gene_7678
LNIG_RNA6708_R0	gene_7679
CBIR_RNA12351_R0	gene_7680
DQUA_RNA8043_R1	gene_7681
MPHA_RNA13839_R0	gene_7682
LNIG_RNA6712_R0	gene_7684
LHUM_RNA20418_R0	gene_7683
LNIG_RNA6713_R0	gene_7685
LNIG_RNA6714_R0	gene_7686
CBIR_RNA10523_R0	gene_7687
MPHA_RNA364_R0	gene_7688
LNIG_RNA6718_R0	gene_7689
NVIT_RNA15278_R0	gene_7690
LNIG_RNA14863_R3	gene_7691
LNIG_RNA6721_R0	gene_7694
LNIG_RNA6722_R0	gene_7693
CBIR_RNA14523_R9	gene_7692
LHUM_RNA20589_R0	gene_7695
LNIG_RNA6723_R0	gene_7697
DQUA_RNA18044_R0	gene_7696
LNIG_RNA6724_R0	gene_7698
LHUM_RNA16667_R0	gene_7699
MPHA_RNA15620_R0	gene_7701
LNIG_RNA6726_R0	gene_7700
